flight_id,flight_no,departure_airport,arrival_airport,model,range,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,departure_city,arrival_city,departure_longitude,departure_latitude,arrival_longitude,arrival_latitude,duration,sum_amount,tickets_total,qty_seats
136119,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1653000.00,113,113
136120,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-24T10:05:00Z,2017-02-24T11:45:00Z,2017-02-24T10:07:00Z,2017-02-24T11:46:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1605400.00,109,109
136122,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-08T10:05:00Z,2017-01-08T11:45:00Z,2017-01-08T10:08:00Z,2017-01-08T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1431000.00,97,97
136130,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-13T10:05:00Z,2017-02-13T11:45:00Z,2017-02-13T10:07:00Z,2017-02-13T11:46:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1556600.00,107,107
136131,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-28T10:05:00Z,2017-01-28T11:45:00Z,2017-01-28T10:07:00Z,2017-01-28T11:46:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1812800.00,124,124
136132,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-15T10:05:00Z,2017-02-15T11:45:00Z,2017-02-15T10:09:00Z,2017-02-15T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1714000.00,116,116
136135,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-01T10:05:00Z,2017-02-01T11:45:00Z,2017-02-01T10:08:00Z,2017-02-01T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1678600.00,115,115
136146,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-09T10:05:00Z,2017-02-09T11:45:00Z,2017-02-09T10:08:00Z,2017-02-09T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1604200.00,109,109
136159,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-04T10:05:00Z,2017-01-04T11:45:00Z,2017-01-04T10:07:00Z,2017-01-04T11:45:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1700600.00,115,115
136164,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-07T10:05:00Z,2017-01-07T11:45:00Z,2017-01-07T10:07:00Z,2017-01-07T11:46:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1738400.00,120,120
136165,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-22T10:05:00Z,2017-02-22T11:45:00Z,2017-02-22T10:11:00Z,2017-02-22T11:52:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1567600.00,110,110
136172,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-15T10:05:00Z,2017-01-15T11:45:00Z,2017-01-15T10:05:00Z,2017-01-15T11:44:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1617600.00,110,110
136178,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-29T10:05:00Z,2017-01-29T11:45:00Z,2017-01-29T10:10:00Z,2017-01-29T11:49:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1434600.00,99,99
136181,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-31T10:05:00Z,2017-01-31T11:45:00Z,2017-01-31T10:05:00Z,2017-01-31T11:44:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1689600.00,118,118
136185,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-14T10:05:00Z,2017-01-14T11:45:00Z,2017-01-14T10:06:00Z,2017-01-14T11:49:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1520000.00,104,104
136202,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-05T10:05:00Z,2017-01-05T11:45:00Z,2017-01-05T10:07:00Z,2017-01-05T11:49:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1495600.00,100,100
136204,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-23T10:05:00Z,2017-02-23T11:45:00Z,2017-02-23T10:06:00Z,2017-02-23T11:46:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1457800.00,107,107
136209,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-06T10:05:00Z,2017-01-06T11:45:00Z,2017-01-06T10:09:00Z,2017-01-06T11:49:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1615200.00,112,112
136215,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-28T10:05:00Z,2017-02-28T11:45:00Z,2017-02-28T10:09:00Z,2017-02-28T11:49:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1664000.00,114,114
136226,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-30T10:05:00Z,2017-01-30T11:45:00Z,2017-01-30T10:08:00Z,2017-01-30T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1886000.00,130,130
136249,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-14T10:05:00Z,2017-02-14T11:45:00Z,2017-02-14T10:08:00Z,2017-02-14T11:46:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1800600.00,123,123
136250,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-08T10:05:00Z,2017-02-08T11:45:00Z,2017-02-08T10:06:00Z,2017-02-08T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1407800.00,99,99
136264,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-18T10:05:00Z,2017-02-18T11:45:00Z,2017-02-18T10:07:00Z,2017-02-18T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1690800.00,116,116
136266,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-27T10:05:00Z,2017-02-27T11:45:00Z,2017-02-27T10:08:00Z,2017-02-27T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1566400.00,108,108
136268,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-16T10:05:00Z,2017-02-16T11:45:00Z,2017-02-16T10:08:00Z,2017-02-16T11:49:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1676200.00,115,115
136269,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-11T10:05:00Z,2017-02-11T11:45:00Z,2017-02-11T10:13:00Z,2017-02-11T11:53:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1605400.00,109,109
136270,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-12T10:05:00Z,2017-02-12T11:45:00Z,2017-02-12T10:12:00Z,2017-02-12T11:51:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1628600.00,111,111
136275,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-13T10:05:00Z,2017-01-13T11:45:00Z,2017-01-13T10:08:00Z,2017-01-13T11:46:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1825000.00,125,125
136282,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-16T10:05:00Z,2017-01-16T11:45:00Z,2017-01-16T10:07:00Z,2017-01-16T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1518800.00,106,106
136284,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-07T10:05:00Z,2017-02-07T11:45:00Z,2017-02-07T10:07:00Z,2017-02-07T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1677400.00,117,117
136293,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-23T10:05:00Z,2017-01-23T11:45:00Z,2017-01-23T10:09:00Z,2017-01-23T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1689600.00,114,114
136310,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-22T10:05:00Z,2017-01-22T11:45:00Z,2017-01-22T10:07:00Z,2017-01-22T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1654200.00,117,117
136316,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-12T10:05:00Z,2017-01-12T11:45:00Z,2017-01-12T10:07:00Z,2017-01-12T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1886000.00,130,130
136320,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,2017-02-19T10:05:00Z,2017-02-19T11:45:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1544400.00,106,106
136322,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-06T10:05:00Z,2017-02-06T11:45:00Z,2017-02-06T10:11:00Z,2017-02-06T11:52:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1567600.00,108,108
136345,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-24T10:05:00Z,2017-01-24T11:45:00Z,2017-01-24T13:32:00Z,2017-01-24T15:12:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1517600.00,108,108
136348,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,2017-02-10T10:05:00Z,2017-02-10T11:45:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1762800.00,120,120
136351,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-26T10:05:00Z,2017-02-26T11:45:00Z,2017-02-26T10:13:00Z,2017-02-26T11:53:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1555400.00,105,105
136360,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-05T10:05:00Z,2017-02-05T11:45:00Z,2017-02-05T10:08:00Z,2017-02-05T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1455400.00,97,97
136366,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-11T10:05:00Z,2017-01-11T11:45:00Z,2017-01-11T10:08:00Z,2017-01-11T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1527400.00,103,103
136383,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-25T10:05:00Z,2017-01-25T11:45:00Z,2017-01-25T10:09:00Z,2017-01-25T11:51:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1493200.00,106,106
136387,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-19T10:05:00Z,2017-01-19T11:45:00Z,2017-01-19T10:08:00Z,2017-01-19T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1775000.00,121,121
136389,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-18T10:05:00Z,2017-01-18T11:45:00Z,2017-01-18T10:10:00Z,2017-01-18T11:50:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1873800.00,129,129
136403,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-20T10:05:00Z,2017-02-20T11:45:00Z,2017-02-20T10:06:00Z,2017-02-20T11:46:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1873800.00,129,129
136411,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-04T10:05:00Z,2017-02-04T11:45:00Z,2017-02-04T10:06:00Z,2017-02-04T11:46:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1590800.00,110,110
136420,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-01T10:05:00Z,2017-01-01T11:45:00Z,2017-01-01T10:09:00Z,2017-01-01T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1542000.00,104,104
136423,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-10T10:05:00Z,2017-01-10T11:45:00Z,2017-01-10T10:12:00Z,2017-01-10T11:52:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1849400.00,129,129
136428,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-21T10:05:00Z,2017-01-21T11:45:00Z,2017-01-21T10:08:00Z,2017-01-21T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1678600.00,115,115
136436,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-26T10:05:00Z,2017-01-26T11:45:00Z,2017-01-26T10:08:00Z,2017-01-26T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1811600.00,124,124
136439,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-25T10:05:00Z,2017-02-25T11:45:00Z,2017-02-25T10:08:00Z,2017-02-25T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1701800.00,117,117
136441,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-03T10:05:00Z,2017-02-03T11:45:00Z,2017-02-03T10:07:00Z,2017-02-03T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1837200.00,128,128
136452,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-17T10:05:00Z,2017-02-17T11:45:00Z,2017-02-17T10:08:00Z,2017-02-17T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1603000.00,109,109
136458,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-02T10:05:00Z,2017-01-02T11:45:00Z,2017-01-02T10:07:00Z,2017-01-02T11:46:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1568800.00,110,110
136463,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-20T10:05:00Z,2017-01-20T11:45:00Z,2017-01-20T10:06:00Z,2017-01-20T11:45:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1788400.00,122,122
136464,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-09T10:05:00Z,2017-01-09T11:45:00Z,2017-01-09T10:07:00Z,2017-01-09T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1398000.00,100,100
136471,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-17T10:05:00Z,2017-01-17T11:45:00Z,2017-01-17T10:11:00Z,2017-01-17T11:51:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1762800.00,120,120
136479,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-21T10:05:00Z,2017-02-21T11:45:00Z,2017-02-21T10:08:00Z,2017-02-21T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1738400.00,122,122
136485,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-01-27T10:05:00Z,2017-01-27T11:45:00Z,2017-01-27T10:07:00Z,2017-01-27T11:47:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1520000.00,106,106
136486,PG0252,AAQ,SVO,Boeing 737-300,4200,2017-02-02T10:05:00Z,2017-02-02T11:45:00Z,2017-02-02T10:07:00Z,2017-02-02T11:48:00Z,Arrived,Anapa,Moscow,37.347301483154,45.002101898193,37.4146,55.972599,0 years 0 mons 0 days 1 hours 40 mins 0.00 secs,1505400.00,107,107
136511,PG0194,AAQ,NOZ,Boeing 737-300,4200,2017-02-21T06:10:00Z,2017-02-21T11:15:00Z,2017-02-21T06:15:00Z,2017-02-21T11:25:00Z,Arrived,Anapa,Novokuznetsk,37.347301483154,45.002101898193,86.877197265625,53.8114013671875,0 years 0 mons 0 days 5 hours 5 mins 0.00 secs,,,
136513,PG0194,AAQ,NOZ,Boeing 737-300,4200,2017-02-28T06:10:00Z,2017-02-28T11:15:00Z,2017-02-28T06:13:00Z,2017-02-28T11:23:00Z,Arrived,Anapa,Novokuznetsk,37.347301483154,45.002101898193,86.877197265625,53.8114013671875,0 years 0 mons 0 days 5 hours 5 mins 0.00 secs,,,
136514,PG0194,AAQ,NOZ,Boeing 737-300,4200,2017-02-07T06:10:00Z,2017-02-07T11:15:00Z,2017-02-07T06:14:00Z,2017-02-07T11:13:00Z,Arrived,Anapa,Novokuznetsk,37.347301483154,45.002101898193,86.877197265625,53.8114013671875,0 years 0 mons 0 days 5 hours 5 mins 0.00 secs,,,
136523,PG0194,AAQ,NOZ,Boeing 737-300,4200,2017-01-10T06:10:00Z,2017-01-10T11:15:00Z,2017-01-10T06:14:00Z,2017-01-10T11:26:00Z,Arrived,Anapa,Novokuznetsk,37.347301483154,45.002101898193,86.877197265625,53.8114013671875,0 years 0 mons 0 days 5 hours 5 mins 0.00 secs,,,
136540,PG0194,AAQ,NOZ,Boeing 737-300,4200,2017-01-17T06:10:00Z,2017-01-17T11:15:00Z,2017-01-17T06:14:00Z,2017-01-17T11:21:00Z,Arrived,Anapa,Novokuznetsk,37.347301483154,45.002101898193,86.877197265625,53.8114013671875,0 years 0 mons 0 days 5 hours 5 mins 0.00 secs,,,
136544,PG0194,AAQ,NOZ,Boeing 737-300,4200,2017-01-31T06:10:00Z,2017-01-31T11:15:00Z,2017-01-31T06:10:00Z,2017-01-31T11:14:00Z,Arrived,Anapa,Novokuznetsk,37.347301483154,45.002101898193,86.877197265625,53.8114013671875,0 years 0 mons 0 days 5 hours 5 mins 0.00 secs,,,
